"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Dominica","DMA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9921.90233185789","","","","","","","",
"Denmark","DNK","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32969.1038636415","33318.8618464384","33988.6642397256","34104.4184590929","35842.6206454788","36878.8411231521","37657.069186329","38677.7471123053","39499.1627241845","40624.4641447726","41507.752144726","41967.7872176035","42119.0042502405","42398.5425679904","43863.7396749427","44929.0543310395","46715.64425674","46609.2055138841","46378.5505333429","43817.2621647653","44726.4111024062","45339.7138450567","45340.4885284534","45982.8104298657","46705.521361998","47000.4973003604","47208.8989707839","","",
"Dominican Republic","DOM","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5241.09685379989","5164.87295479012","5687.35742463198","5895.06404493213","5978.63370691237","6205.24172478049","6509.21992370872","6968.87243171061","7308.28524859639","7604.62550767295","7845.92763253211","7916.18857535882","8150.79402123881","7726.39515345562","7666.16707257865","8533.24701773148","9220.5411721058","9753.70062998368","10075.2936309987","10033.2297272116","10730.9076766643","10899.5863415273","11040.9177397176","11350.1517511083","12048.7669958311","12819.5368246181","13475.5941120339","13921.491271709","",
"Algeria","DZA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9929.77940130169","9402.2098691869","9408.87843583209","9121.02960025068","8800.77815361642","8858.65429905228","9024.5239637093","9055.41743370301","9456.79134847367","9552.02195233363","9655.78250114458","10084.4299767304","10401.5226557627","11020.6782280673","11257.2858389406","11546.6052967608","11686.6655150717","12370.3493508416","12592.8242523839","12555.013798149","12896.043827998","12852.6832273164","12847.1092827537","12879.2959905554","13105.4782679035","13281.8925731148","13813.0482460648","13679.1409978138","",
"East Asia & Pacific (excluding high income)","EAP","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2892.06571980184","3117.74827278759","3313.19541414576","3426.70031086694","3630.85751578676","3897.09929208938","4126.28564683135","4438.15808425483","4814.58904548336","5232.42475137343","5679.48722547552","6297.03709794487","7065.24711424055","7632.36545592832","8113.06361789727","8854.88789702511","9518.36547175851","10192.5590119159","10786.128106209","11501.4175648796","12108.3342810145","12786.9489918369","13527.7657772024","",
"Early-demographic dividend","EAR","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4260.58193714264","4333.90913004567","4428.08246938859","4493.43762728582","4531.32922434479","4580.92690462082","4743.00226154838","4884.15060073844","5003.47775115196","5054.75740989567","5177.78050327416","5161.61588721692","5180.54691776775","5378.8706584328","5628.90663526886","5895.63297887468","6212.61580290592","6539.08447167711","6667.62900137403","6671.04917858033","7005.56500645912","7269.4461281935","7441.51695888613","7667.98811285753","7925.38698353844","8229.2052964956","8537.85818863978","8818.85552245769","",
"East Asia & Pacific","EAS","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5990.60667233584","6288.80825624334","6514.21216188406","6534.60339545484","6764.20872105857","7120.93748815753","7326.06463855417","7640.6169373407","8027.26957988031","8498.50302022432","8959.17013678428","9596.57337041825","10373.8589600451","10834.4481559916","11087.7331740148","11930.0371851934","12594.249229903","13256.2744286732","13876.8524403687","14569.4254549426","15161.993368301","15728.2631320678","16557.8686560435","",
"Europe & Central Asia (excluding high income)","ECA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13637.4499550802","12921.3351557085","11407.8531147103","10678.0171300402","9500.71319830933","9278.84463790958","9170.16707199169","9331.94371691174","9057.56808291777","9258.99605162412","10037.1126358703","10435.4704359688","11009.5100838004","11694.3017270689","12691.0464210527","13518.5677619364","14515.8682035854","15649.7646680413","16272.6891519713","15254.0793646571","15924.0595878145","16775.5395242085","17298.6695178951","17813.913485411","18095.0022416306","18087.3919222482","18204.4291526172","18821.6526077079","",
"Europe & Central Asia","ECS","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20464.5678194395","20386.909566174","19814.4988089536","19415.6981265225","19192.9061933364","19453.3343911151","19709.3585013042","20230.6392","20542.9871688815","21128.9542618336","22137.9266763914","22627.9750733182","23044.1737275836","23579.7555509441","24497.1484987941","25248.7045034032","26282.977877456","27241.0834931704","27431.080559518","26165.4823405173","26873.4125583761","27576.6484879692","27660.7314120336","27845.0444970526","28187.6219770442","28510.9085749053","28874.0470880297","","",
"Ecuador","ECU","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6887.05263733445","7118.05924902325","7200.49039439807","7255.84934366104","7427.67161362327","7459.26793032683","7407.79584351948","7600.8954814243","7662.39659316397","6993.34942679083","6925.22094674775","7204.96482855659","7412.65507735396","7470.21339180239","7923.64112573328","8251.49900515775","8502.66340768973","8539.19220522491","9068.36324155562","9001.66108717324","9217.5597216145","9769.51451671835","10170.4686605357","10512.2691552611","10735.0156570463","10567.6141577193","10274.0598754206","10318.9333951684","",
"Egypt, Arab Rep.","EGY","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5621.83389152775","5735.89987206056","5857.15985565481","5902.51378971147","6013.27784305712","6180.12976854425","6373.04028045385","6599.25863374796","6862.43108083505","7115.18212340695","7423.14861255459","7553.66599901774","7600.65282915852","7679.94481577778","7851.22262645476","7980.73404941478","8441.89019402649","8918.76861915446","9382.67202354382","9570.27717557279","9668.77864759054","9572.00654548367","9595.37900964649","9561.14184949876","9644.99386283196","9923.18998556035","10185.963133189","10351.33589222","",
"Euro area","EMU","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28292.2222632878","28898.0454683293","29144.2111091314","28848.4716547042","29333.852800246","30024.1570837143","30499.2645012381","31253.3562937951","32033.4536712667","32956.7144780336","34120.9667724551","34617.2964747481","34685.7715956219","34825.8792320008","35628.4716833462","36057.4360515268","37200.8955997391","38044.4636093216","37865.5626256372","36210.4463416365","36924.8880319004","37606.1059034099","37200.6994275389","36941.6948735991","37244.3540046097","37755.0262912202","38351.1916086906","","",
"Eritrea","ERI","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1109.65987633153","1266.89790818942","1543.10550778362","1604.64308714661","1697.10101288999","1817.21031133029","1832.43282574269","1794.2798250768","1678.26535632471","1763.99936171779","1749.04683568492","1641.02609316841","1607.78308354082","1613.2843351933","1561.87521862192","1553.65225354643","1371.2760899312","1398.09432650828","1401.6498503967","1496.82031077002","","","","","","","",
"Spain","ESP","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23593.9586440964","24143.7623558523","24217.1953479338","23974.8138184159","23991.4926170893","24981.8726421163","25463.4704156191","26306.9158361276","27307.5530768871","28421.6977324003","29853.0048611373","30623.669691634","31044.4151113631","31553.7732539302","31960.9165507602","32421.8487984004","33110.0656654868","33494.2951491093","33247.9310126544","32043.8633408624","32045.386929799","31512.2845700532","30887.7703134908","30516.025675052","31088.1546706821","32217.4150426832","33306.6963769857","","",
"Estonia","EST","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15180.186522204","16114.6642208931","17203.6885036642","18441.5497086325","19784.8139642908","21972.4505861779","24054.3751820979","25555.0280134895","24619.024903598","21515.6091553451","21539.2121799525","23313.0396187217","24661.1380008105","25676.0324031366","26380.204704043","26984.520025695","","","",
"Ethiopia","ETH","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1160.25448001708","1227.84552788641","1322.77157452985","1420.59323693839","1526.89682896497","1602.79984204184","1719.37817626872","",
"European Union","EUU","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24877.5854943667","25182.7674587535","25331.3827542192","25198.040654539","25754.7941232695","26404.3529454273","26934.5088581091","27646.9929751671","28382.3137471418","29202.0547342698","30317.1585226392","30891.1635073217","31195.1696114888","31563.5669946909","32367.2561533115","33009.7275157831","34060.3885845932","34917.7378958849","34917.0951309939","33441.4239461119","34120.7903936053","34747.1672144855","34509.2954208133","34469.0270201715","34896.796140104","35499.4931834852","36129.3575191393","","",
"Fragile and conflict affected situations","FCS","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28132.7896676413","26110.0570297211","24832.859674566","24381.3241715266","25523.0847081871","26721.7383541398","27823.7751345822","29720.3133673321","31096.2908308063","32738.7245086328","34657.8843601246","35692.113214535","36333.3850959478","36625.7500324309","38467.6462535314","39284.6947970185","40933.6131090164","42604.0176854481","42655.5854429755","39370.0512062984","40389.3741890092","40867.8618684383","40120.246497552","39563.4502312884","39372.34276002","39248.2125213057","40066.2062849564","","",
"Fiji","FJI","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7262.46762828282","","","","","","","",
"France","FRA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29661.0794895224","29934.7322175648","30322.2862838606","30038.5675692184","30565.8177044406","31080.0459336533","31550.266810465","32282.8451409883","33328.564153696","34528.5133938014","35556.5636271121","35963.2951757136","35824.729259929","35947.2646442868","36751.0211588789","37167.5313194801","37880.9526358295","38564.9404245557","38443.3313239256","36998.7052946871","37631.6907266645","38319.8113453125","37876.3721905458","37891.9027031108","38085.2256954722","38367.3324782206","38701.7971247138","","",
"Faroe Islands","FRO","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3517.92224213257","","","","","","","",
"Gabon","GAB","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19312.9863230865","20003.051485578","18450.1575085038","18481.5177541731","19093.8321605113","19289.5695805114","19436.2824560619","19895.8462857045","20853.8887405127","18138.9808437829","16088.3332623786","16965.8807318745","17112.6007685519","16765.653707945","15432.8965842303","16188.6368875881","14476.8051642468","14550.3163895677","13385.8975213232","14040.6042662414","13823.3103987567","13712.3751737859","14943.6415498966","15517.6316264434","16978.4334165658","16483.9191890666","16570.6923544365","16539.5840365668","",
"United Kingdom","GBR","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26684.3399165895","26316.0039522684","26355.6059860195","26952.2133589227","27943.4905598893","28546.406885859","29199.6127478525","30307.9657120316","31197.5628747201","32055.5827997495","33350.7607822147","34180.612208141","35082.1549939048","36101.5521724701","36797.7882759007","37884.3767071009","38065.1703628009","38638.5326615679","37875.8428903638","36021.8483405767","36682.6626760964","36895.9081755572","36695.8447513032","37026.2175915523","37597.6582157921","38145.568888462","38679.507317506","","",
"Georgia","GEO","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6528.91547095442","7101.05967096291","7810.60013050286","8098.31041857366","8670.40474959768","8767.67957251575","8787.44383198563","9176.24387910571","",
"Ghana","GHA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2613.6589396988","2657.79665447996","2831.266005699","2895.39710118658","3008.99141860326","3298.61365548398","3442.44719412168","3723.88546126158","3700.2242201043","3736.41900082422","3780.38528337184","3901.59937652903","",
"Gibraltar","GIB","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1404.69476933316","1479.70217748726","1475.541927709","1426.50332198199","1471.6677169556","1514.21237175769","1582.30106695937","1618.74112121071","1676.91821231445","1706.51404886854","1862.32489112392","2030.59257992101","",
"Gambia, The","GMB","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1470.66387072436","","","","","","","",
"Guinea-Bissau","GNB","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1319.84450224255","1309.91758053108","1296.01690199377","1274.30496356244","1285.84757805085","1311.73186932328","1325.37190106414","1342.8355893791","1338.12703024084","1355.48698162771","1393.79061833323","1484.03299068179","1420.08347723542","1393.94320688498","1448.34350688286","1484.55536578232","1540.30050373439","1551.81270897549","",
"Equatorial Guinea","GNQ","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20896.4975582503","26572.0522361399","29863.1780897571","29215.9165340013","29353.2347704911","21545.1862367144","22234.598165922","23817.4662246982","23089.5711329916","22629.3569892278","23319.7504832786","21312.9486905286","19416.7288954211","",
"Greece","GRC","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21080.1526249723","21554.305406973","21595.6797850583","21073.1906148546","21403.6950407425","21751.7976657722","22203.0080035423","23100.5629881383","23839.8714436813","24193.6117982148","24924.1929590723","25891.0802353168","26724.0491927232","28008.5648580696","29325.8125233169","29203.349835644","30555.5631117281","31243.2192236839","30929.9656803224","29749.4168198963","28134.0336150803","25427.5937095584","24521.1145517591","23714.4781389332","24131.3155564197","24251.2043526279","","","",
"Grenada","GRD","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10763.0678698508","","","","","","","",
"Greenland","GRL","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4995.75480220863","5105.06967113234","5232.30642013374","5317.91564805781","5396.30070834675","5534.89079139359","5549.84165156013","5669.90887561285","5854.97031640091","5926.1002100923","5997.211950399","6046.45900020857","6075.26108438635","6080.81767749146","6107.89966919045","6159.58968862899","6316.2772836351","6551.69349821193","6641.49952838163","6501.72732610062","6537.26737476589","6630.67213489592","6746.65818866975","6867.18627525719","6975.78957942595","7128.03428771299","7199.92418379487","7284.2352564932","",
"Guam","GUM","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6108.73218409244","","","","","","","",
"High income","HIC","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28585.4315037151","28821.375494839","29299.9681300356","29499.5856222078","30210.9462940556","30822.5378232551","31581.6826165946","32491.317716261","33135.4804714579","34081.7263661032","35268.477244306","35495.339493992","35697.6262705643","36365.5546776506","37429.1851365362","38285.9207871536","39280.7453474386","40100.8281287399","39940.9575170289","38393.2853965562","39451.1094005082","40168.2256083647","40469.2356892396","40845.96633578","41409.8903737699","42129.7541354349","42406.7331440573","","",
"Hong Kong SAR, China","HKG","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26175.0279830167","27272.5261071073","28669.2343446584","31307.0495944873","32332.2069540892","32677.9131837617","31988.1087696654","33623.749208174","32083.4649029856","32598.1504304878","34329.7048699916","34821.8747331175","34629.1358613543","36488.7856701511","39141.9845989267","41166.2243935473","44577.7408145797","47452.2785838563","49408.7471970693","46785.2221805997","49138.8210783966","51453.7218674285","51113.9515519642","52724.5962604844","53885.7855320537","54607.9815716885","55808.8555556522","58419.709918146","",
"Honduras","HND","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3026.91463346611","2823.82184086635","2891.36960631806","3056.43522545963","2971.14360548874","3061.74910305286","3037.76628358252","3133.63455429017","3173.06460824766","3090.86214068695","3213.01708077184","3208.86182799174","3234.24797325816","3279.35126473554","3380.77835520953","3520.48789678244","3662.94160458068","3867.80172595523","3931.59122185188","3733.88107461702","3787.14958284622","3822.00324049207","3859.47365469944","3887.16552401117","3899.3532907202","4022.51899550051","4096.01526732354","4215.29380258121","",
"Heavily indebted poor countries (HIPC)","HPC","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1381.9245707802","1357.99389121138","1349.07212691174","1325.18624496631","1299.57382721216","1312.61884901431","1359.19418039447","1393.99870708361","1424.47643079929","1416.94495524155","1410.75912716152","1428.20710161223","1447.23167844517","1479.95295978892","1506.49198349627","1543.55641079483","1598.31011389014","1660.74845889274","1715.56861609979","1729.99166026014","1752.05533973409","1821.20298921479","1856.19635945988","1847.789759317","1975.70206255094","2042.49626560159","2088.82616083477","2139.040709068","",
"Croatia","HRV","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12608.253803084","13842.0865139362","14548.7190107941","14963.8016318546","14452.2459337431","15462.684266315","15956.2751722461","16832.9516453763","17476.9903253975","18456.3183658237","19107.3832457079","20000.0645341051","21137.6163459447","21417.0400048184","19778.4463868784","19617.9402357247","20191.5595065093","19736.9773393955","19887.712476464","19960.3726430172","20889.6349539229","21215.4340621763","22410.6327861877","",
"Haiti","HTI","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2072.68087866349","2074.46057563454","1924.40904051724","1790.08986045427","1551.55075155548","1680.53573009491","1722.57853765823","1734.76554516941","1738.50577606959","1752.18839172327","1743.96573452945","1688.66577571152","1647.08544020628","1624.06750141735","1546.50877918136","1537.23781331268","1569.06951908659","1596.51299534226","1586.525694976","1613.70895539328","1505.8304679628","1570.13467484339","1599.8923328356","1633.84107176257","1662.30615098108","1657.11578262392","1664.9134718772","1664.33997857379","",
"Hungary","HUN","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14174.538828646","14588.8058751757","14745.4936652221","14696.6781420876","14972.2282456285","15613.3532897755","16130.9735014261","16994.4813524837","17668.3539323374","18480.3696729499","19361.4730859021","20201.2464193801","21115.3998527411","22039.9270093059","21823.7043963638","22174.9910929658","21079.0019980857","21247.8593875422","21673.9343770462","21579.5646110511","22397.643640549","23034.2586895497","23739.9927163037","","","",
"IBRD only","IBD","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4898.30495639879","5059.02928817556","5232.96974984262","5298.14447467728","5426.37317885598","5698.17195205678","5851.35735114593","6058.23325205999","6365.70904454949","6775.26250633697","7172.9784887714","7712.84972586214","8352.67434432635","8736.43298722989","8854.26399554334","9422.42215816481","9904.24768491583","10309.1936847971","10710.5868769763","11154.9738206166","11522.9257276758","11946.0590263146","12449.414466158","",
"IDA & IBRD total","IBT","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4278.54282165417","4407.56348127076","4542.82635591073","4591.36621866211","4689.40820995365","4898.48317030315","5020.0766461953","5191.10350401149","5438.34369524544","5766.85557846555","6085.19761313206","6520.58102472724","7024.40560840297","7323.40119973157","7412.19781508861","7850.79965646857","8237.5092162707","8547.91335460106","8853.09156338739","9204.82219839726","9484.65549647443","9796.02456947845","10168.0279900231","",
"IDA total","IDA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020.14298547985","2001.14533307209","2030.63700275928","1982.11713339847","1955.73421281285","1980.98811101211","2017.71276098131","2030.16211649267","2049.84466625768","2065.39002939778","2067.12990961956","2115.70903697609","2206.34998856129","2284.04640523825","2373.73661477866","2466.69833037712","2599.40851736175","2696.03099240403","2774.79586012621","2836.7477039451","2918.74612724759","2966.80114349306","3048.37385769986","3126.15106504206","3276.98519650057","3371.80304034608","3427.22759642176","3492.12894526266","",
"IDA blend","IDB","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2994.85652588393","2959.9433297099","3010.83498903957","2894.70617619042","2872.76106234702","2894.55245457833","2935.06773219497","2925.55297325564","2937.50252832133","2949.60070161658","2929.34977072681","3006.37203757834","3188.9753346836","3319.61730687591","3475.90160774561","3612.66488994762","3823.45870168667","3935.76096405623","4023.19545714076","4129.72273549431","4256.83244092404","4331.34328016496","4436.26682763095","4598.14028431952","4787.38856082853","4904.49990798827","4921.505984142","4947.6899108987","",
"Indonesia","IDN","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8210.18834500018","8593.0645459021","8995.45684727535","9361.84487907552","9678.52751903801","10037.2648593184","10436.5078566842","10846.3379517912","",
"IDA only","IDX","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1425.13829705075","1419.94965894681","1435.69537644739","1448.9031185406","1416.6315851259","1450.70290802076","1491.65064602709","1527.69555116319","1558.80562252301","1581.78956588648","1605.78070597688","1639.14642708804","1668.31990363071","1715.28890104163","1764.40608942943","1835.27524843422","1922.34870986269","2016.77108468537","2096.07617437275","2130.89055268984","2185.42921774764","2278.13374653321","2349.20965746022","2374.96283321892","2510.55074447327","2596.76831838375","2682.50072571893","2779.85662718483","",
"Isle of Man","IMN","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1732.87373420859","1712.13409938119","1770.15935278358","1820.62237921033","1906.53931447617","2015.02775928578","2130.23467422581","2177.00451278792","2269.43639026465","2427.86192420482","2470.08831844612","2549.42590900918","2606.62150085735","2763.37684914202","2935.28318415712","3156.72183644474","3393.78964702095","3683.65610489267","3764.2671169935","4025.80323443094","4357.16434267136","4595.1129531528","4770.63163657335","5010.32078422331","5322.16216063176","5690.72209808395","6025.88528369582","6359.19066496056","",
"Not classified","INX","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23920.6407020433","25753.3058562216","27658.3238783352","29464.3943561896","31337.6764922775","33829.6744304671","34433.3064792274","35318.1889967435","36956.4648941576","38964.4130782531","40550.2150054187","42238.4548964129","42574.6845949053","40141.7221619631","36550.9969646467","37118.8582208876","36955.064869776","37002.2627217036","38911.7312183386","42070.5401684452","48551.4270495979","","","",
"Iran, Islamic Rep.","IRN","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11419.5306508931","12562.8167831721","12718.7410314452","12721.4350265678","12255.4924086585","12538.7425904821","12730.9044593034","12669.9646315467","12795.1935133695","12532.9637987095","13125.8563629739","13051.3414666382","13845.4975162613","14862.3411504631","15287.5879195548","15589.3466561422","16217.9863832017","17385.1239255411","17242.6729778051","17157.2163464144","17945.7000077885","18193.5003200546","16735.9531582126","16489.9486416858","16970.3398256289","16536.7799697841","18543.8397819761","19011.6428520086","",
"Iraq","IRQ","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13247.2082149215","","","","","","","",
"Iceland","ISL","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28217.7939088125","29414.9438275162","31171.2124259169","32065.4079909581","32805.6592108858","33849.610739551","35108.7057193801","35260.4238980232","36608.8742274437","37755.7658634594","37805.4831230779","40969.7848022609","34281.9416258378","33062.6568090406","32525.3968399987","34552.1069067907","36094.6305672437","40518.9107678954","40787.0211355479","42425.0761223604","","","",
