"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Israel","ISR","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19798.2922633895","20262.3717780614","21044.1555700857","21334.8482658947","22307.0461403499","23252.3169400854","23755.8087536279","23915.2738516612","24347.8483618695","24346.0334152679","25124.2866415779","25097.3136475542","24775.0957459078","24529.47127615","25389.0306008311","26528.0240111674","27555.5034685906","28703.2495298876","28528.8739232443","28082.8620501544","29170.2381081582","30161.0644415072","29826.5230196144","30634.9420403069","31468.9203131357","31733.7595254857","32273.1042740838","","",
"Italy","ITA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30728.7912218135","31124.31332401","31314.5876427378","31103.6984804549","31717.1410205143","32742.0638557852","33236.949477779","34006.9128580674","34512.7999361951","35173.7583406145","36393.9328901291","37046.166712445","37029.6845251397","36906.6832279378","37369.6049573696","37660.8466704455","38391.6438471389","38641.9119017417","37607.6591933095","35687.5577931186","36128.2234954849","36251.2989702345","35178.1926621291","34161.2273849797","33946.4120041173","34114.8159665594","34733.1503985449","","",
"Jamaica","JAM","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8221.13495124631","8216.19958330212","7707.25178945746","7695.71061695135","7811.08662982286","7889.435638061","7820.60720407963","7841.79132782131","7802.09483770129","7787.81035734446","7953.11205119551","",
"Jordan","JOR","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5922.56003794565","5577.0316166435","6376.7268624994","6383.44881998464","6405.86987094345","6607.13799532641","6533.29536704429","6681.70866730338","6823.62251431841","6922.7873221581","7308.65507321118","7603.23735341637","7819.29826360636","8017.84467183901","8565.40613320413","8991.98796638777","9387.92594159258","9758.13170290966","9876.11794406647","9888.26186614051","9390.91773819589","9129.69898594335","8854.6299764473","8668.89178236398","8524.7844342116","8391.97449219084","8319.69879869846","8288.25005328628","",
"Japan","JPN","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30827.5055452477","31790.8620527503","32030.142986201","31794.1313091001","31973.8006076725","32730.9098488669","33768.468251887","34084.4461946837","33586.2968356753","33437.0459126365","34386.2035951868","34476.8274719094","34399.4612318794","34906.3328251727","35769.6807624637","36461.2907058535","37113.5397593425","37820.6109320873","37233.3934423359","35174.5412395473","36685.0959397227","36788.0771861149","37340.7296943938","38386.6462411374","38674.8832589464","39322.0600977551","38266.7324013398","","",
"Kazakhstan","KAZ","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10600.0996864044","9374.35699829052","8739.68978033321","8897.10596441939","9163.65546786825","9152.03086516339","9308.02996055334","9909.63771577135","11426.9267666323","12668.6301060956","13643.2217620036","14675.8143035675","15417.1055881726","16253.8701895535","17232.988529783","16857.8651615714","17685.9813119836","17928.0363397056","18214.6434295493","19168.8267667343","21010.3981918385","21705.6268274997","23175.2846249638","22061.6981236266","22068.6376393515","",
"Kenya","KEN","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2296.53519207987","2244.78889137696","2160.93147960023","2057.3098657877","2068.20921589948","2130.12877296963","2191.0387654074","2151.24305406272","2169.2876878369","2150.32820865404","2111.43492905728","2130.34154454951","2088.42054976165","2088.21093599622","2140.64387780675","2223.28773984703","2297.66593981344","2384.37363210958","2333.18085790114","2344.30155892922","2466.97890944374","2557.38765411254","2591.0941505333","2654.35432619989","2715.55758300298","2806.09643928027","2898.38410807056","2961.94344113477","",
"Kyrgyz Republic","KGZ","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2246.31204767259","1777.70964874533","1650.12480428278","1739.78806986719","1856.94951679671","1852.9022039679","1864.8491388326","1935.05757612337","2064.83445198889","2051.67598582867","2184.29859664527","2276.75932655062","2272.49501423404","2363.37287069373","2544.85371834625","2651.7721337957","2704.9090526171","2605.17856444223","2610.053585442","2790.80489225117","2932.03617750605","3036.82509139126","3093.95794667908","3104.41245347848","3264.37819373642","",
"Cambodia","KHM","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1084.26278869481","1106.26100359739","1133.00440609354","1148.23797686297","1249.91610064522","1337.93115918075","1414.07545037372","1466.58223684439","1573.64757774002","1704.30834376339","1888.62103325699","2062.16505564206","2255.51018406392","2354.8461714557","2313.97756701946","2410.12895239863","2534.35532661765","2657.56497589723","2836.33788513161","2960.06814283547","3085.76602921716","3243.04109710232","3419.62839020616","",
"Kiribati","KIR","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2435.85399684084","","","","","","","",
"St. Kitts and Nevis","KNA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22721.8001480986","","","","","","","",
"Korea, Rep.","KOR","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11613.7735516237","12687.232757344","13326.0974284351","14090.7800467566","15212.7549650641","16482.4270708927","17572.8478355605","18400.2871461397","17120.5933861228","18973.5052466338","20600.737427615","21377.3750584448","22901.9505190312","23456.5638957221","24556.292226398","25315.2861460922","26599.985398761","27931.6763375197","28590.3643310219","28579.1294155666","30386.8360544423","31412.4304290149","32099.1336585194","32781.468115514","33533.9054566115","34276.4414300531","35121.6267183888","35944.7094712359","",
"Kuwait","KWT","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80123.4984768853","82076.3072475027","83690.4995909384","79961.5157726772","77371.3597476191","73657.403563522","74109.0366049451","72871.5979449045","",
"Latin America & Caribbean (excluding high income)","LAC","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9346.37572963407","9517.47478047794","9544.90626119425","9686.96886484629","9907.15992785498","9912.36147941595","10043.5634839067","10366.5056136899","10378.6283606178","10242.6675848412","10597.5055737452","10550.4009151874","10515.684739914","10470.404714127","10925.3997769326","11186.25402113","11646.2219998852","12126.9973963269","12429.8179158945","12055.8841335757","12536.6078046859","12897.8407388375","13177.7338894256","13417.3215778091","13495.7207898822","13385.7512904863","13252.0558106878","13353.4029391377","",
"Lao PDR","LAO","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2416.26456034804","2512.71303819814","2625.2783532592","2696.08634075741","2858.29753394028","3058.64415708747","3156.51408570008","3415.04507080501","3576.17458834262","3853.76079859175","3972.07055984456","4190.59251575609","4526.47435035379","4861.13987604346","5215.73018159572","5523.48395230739","5822.18017339311","6070.11562978786","",
"Lebanon","LBN","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7045.80347109625","8625.79023569645","9989.15942425513","10601.1752568483","11311.7428362912","11897.2767178237","12929.2374608613","12871.2287951375","13106.2018534361","12907.3193873382","12847.4785300399","12552.5827471967","11838.9049324149","10115.1165659686","11944.5730105417","12272.4906008152","12461.990647359","13826.3343259292","14797.3650518594","15682.157926038","16230.0531913504","15599.9496732038","14984.1411081107","14331.4115298869","13657.6051872615","13124.6744373397","12920.2531582179","13053.234258101","",
"Liberia","LBR","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1193.84425343856","1147.95040700671","1142.18656706438","770.946099091084","858.231507605541","877.661303286232","913.530800951101","973.899652767072","1000.25918131292","988.733803079039","1004.89671672071","1080.13303201652","1095.45076556877","1163.80047692395","1144.22961867999","1130.43712121343","1084.41673968702","1078.11911316535","",
"Libya","LBY","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11210.7079571284","","","","","","","",
"St. Lucia","LCA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11945.1801583551","","","","","","","",
"Latin America & Caribbean","LCN","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9567.04735963223","9812.71129256652","9939.88057070118","10160.4975704454","10411.6145804492","10409.5808851808","10580.2480766894","10968.4411243125","11017.9859083251","10848.3259475748","11159.8011884941","11052.373031793","10878.2442933209","10910.0857915946","11352.3824854573","11672.8120548803","12249.8764338351","12809.1504386511","13151.8858808799","12706.574507992","13253.3494111585","13681.4458723315","13960.621140106","14223.0328741666","14258.3177841883","14203.6816443006","14049.6249805578","14159.2441251568","",
"Least developed countries: UN classification","LDC","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1253.1927675048","1252.00030295452","1264.84470356788","1273.37872546629","1266.89117687196","1297.79223414049","1340.19983061626","1370.654638844","1398.23506251415","1419.2762013383","1437.85478636436","1472.37808617898","1520.38032629479","1558.1546016494","1601.87476525705","1673.27542136416","1759.69982017876","1868.66140473482","1941.4178324551","1996.71427216083","2040.80882303661","2152.9014966448","2213.294626436","2227.62926506167","2358.76761205822","2435.98813132827","2493.37493791792","2571.50413007222","",
"Low income","LIC","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3586.59677312178","3702.84868906476","3844.21157626267","4075.62816253379","4238.12004466554","4407.37951957303","4538.42012185963","4813.52503083429","4991.17227530703","5166.59878229718","5439.40652157367","5322.25088380524","5505.59165145248","5818.4308531575","6082.07033862153","6398.14245674901","6828.61827366845","7261.83103189212","7551.86824561656","7853.82522662139","8434.9005986428","9101.61701165298","9803.81967210781","9996.40866355224","10402.5307360389","10790.6057466161","11118.477422133","11347.920198633","",
"Lower middle income","LMC","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2641.36043102072","2630.73057610413","2641.09926481052","2608.39877543034","2622.00382785492","2687.07665112389","2782.78039246912","2837.94344244663","2928.90609298845","3044.79789766753","3118.08969860604","3215.89969272899","3318.69123242202","3478.03233095204","3667.62842308779","3859.84775807446","4109.59481462003","4377.59321945422","4503.92299925276","4666.89043552117","4942.9622238946","5134.81648284635","5315.90598541138","5516.51679529712","5768.50965259862","6034.40204657656","6281.28880420862","6532.23384749737","",
"Low & middle income","LMY","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4104.07060942861","4222.85680142722","4344.7130273896","4386.49445877914","4491.37601547684","4699.70743061978","4826.59101675339","5011.83354698016","5249.85211522054","5574.84234997249","5884.19790470417","6302.6573856454","6794.54059071766","7083.81020404562","7186.88376217009","7617.28885202952","7992.47691039503","8305.84041483168","8610.36410982539","8968.88785259473","9245.18287857829","9563.80927464152","9932.95698403273","",
"Lesotho","LSO","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2874.74192305265","2988.49292241115","2894.09927947856","2976.62274883501","2956.87687316276","3006.99639993699","2991.41860423213","2971.86528702735","3045.66353064987","3151.27821318285","","",
"Late-demographic dividend","LTE","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5253.70830127693","5420.96221555185","5620.66600002382","5636.36794077109","5852.00047353519","6266.51072529937","6561.86514962268","6908.07311293036","7336.58188449653","7906.9153483789","8427.5287901013","9162.05023125405","10065.1832468752","10698.5860254903","10928.2621283175","11694.7058655688","12416.3405747904","13109.2751058651","13714.6671110937","14370.225009454","14852.3026616265","15380.6415184036","16068.5307714619","",
"Lithuania","LTU","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16587.0671192666","18273.2305256167","19833.5823424123","21880.8465585289","22755.5308267629","20672.40283663","20672.2287374961","22015.3222712563","23325.7380269058","24491.5786113031","25912.2388411953","25922.0745151369","26884.2052553827","","",
"Luxembourg","LUX","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49610.3712833826","53116.1538805214","53640.2918201186","53625.8895628649","53050.905274554","54895.0154790149","54772.8824220472","58618.1918356135","59971.9487018565","62597.5437892205","67215.4419130976","69617.5396575615","65095.4382505239","61228.6126345823","67888.2619397893","72041.4002986928","70220.7466854536","83500.677832665","78099.892533813","58308.9656682675","61871.2769038168","64050.6175903984","62056.5909081582","43094.1941473317","42882.7993485905","44155.2823440471","46123.7257523441","","",
"Latvia","LVA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8344.78148404844","8630.1407210052","9506.37998361702","10213.7191957922","10401.4863762708","11161.7254795476","12087.1979267374","13080.1748959232","14230.1427863372","15344.5336432093","17346.504396656","19304.749574023","21283.7525006773","21111.3840229182","19928.826212028","18481.4169055461","19767.8770649224","20686.7834231539","21518.3982665266","22093.6345886864","22888.9334469246","23684.9841450039","","",
"Macao SAR, China","MAC","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44533.5630671002","47834.8346404526","57337.1159120241","59923.6038708099","64003.7432541963","78633.6010091317","72335.6050965267","72431.4950657427","87343.1630501229","100997.106546436","105868.210820018","112769.317829773","110742.82334658","91187.1810308433","88485.7995002295","95304.0337192483","",
"St. Martin (French part)","MAF","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3799.89279399726","3990.12152316771","3849.00685098505","3734.68267344691","4085.25133501382","3787.62775445663","4229.19882091128","4103.715879482","4372.09020013841","4368.98337964681","4393.71259763956","4664.68382762105","4767.61343961451","5001.87457190847","5200.32339753371","5337.22820953684","5668.78263561782","5812.30567224542","6092.87568679435","6198.79164044827","6352.92126431003","6575.58311102779","6655.56329493685","6901.00929663721","6913.47693446602","7154.31275313261","7148.54214838193","7339.62131860966","",
"Monaco","MCO","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2566.57762322849","2535.97391583734","2570.47091861965","2394.29877773705","2317.49914980053","2361.27717841248","2630.41791700263","2845.40095073602","3194.75320817527","3469.64944809661","3702.63454450469","3881.70802649689","3923.70045651668","4247.39686798747","3853.78552810437","4236.17874855545","4523.26457370346","4620.31899552697","5040.53141429415","5252.40707114925","5084.17286305108","5327.93645557949","","",
"Madagascar","MDG","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1590.42289129226","1416.05096852346","1416.24141485071","1409.49320478594","1353.69389714101","1334.1755520797","1333.53809765565","1358.02407268597","1374.94695649157","1406.06778304899","1418.14682966331","1464.09823071966","1235.60338785122","1318.6577167481","1341.6518702371","1368.35693492387","1397.46124344214","1452.04897077761","1514.91452632066","1406.90247948683","1370.88122752605","1346.07653970761","1326.29763949558","1320.18527576065","1332.14355855549","1323.2281737252","1338.80758588807","","",
"Maldives","MDV","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11321.2539723316","","","","","","","",
"Middle East & North Africa","MEA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13264.7127641424","13258.4025074562","13262.4732453659","13933.2038746263","14506.4736264743","14851.7035525852","15390.761036158","16022.1314045532","16326.801717495","16067.0414957628","16463.942576723","16848.4367662534","16789.3077875477","16875.931610116","17149.2846288219","17397.4356165648","17965.505889255","17919.7599737454","",
"Mexico","MEX","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12938.3792536703","13292.3890214239","13503.0777110954","13534.2408262561","13921.7004697682","12634.7843001359","13308.4338297066","14103.839313535","14600.6114813982","14835.1705424091","15352.0173951729","15136.1045271851","14962.8962247685","14990.1328505549","15414.7248856089","15454.038272202","16009.1188416682","16095.1093892803","16063.8550123927","14930.4949302783","15531.3165887139","15794.5042393281","16080.3140696327","15914.6039409816","16235.1501420254","16527.2460235322","16767.9413142397","16928.6793254025","",
"Marshall Islands","MHL","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4113.11968928303","4237.79108172696","4241.14917408906","4375.8497509081","4231.25812195007","4145.59603804452","4220.58880567046","4279.85693574268","4247.17839895292","4459.43480606715","4656.47874251762","4982.51228631291","","","",
"Middle income","MIC","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4394.28546705205","4525.8351998691","4661.99407048881","4710.99394153723","4829.56202022379","5062.15770801052","5205.70319529888","5414.4412845505","5680.32162166321","6042.78225390218","6389.00543301326","6856.55216233639","7406.40023361048","7734.39501190004","7857.95990960821","8343.50298020679","8760.69814044499","9117.15357997974","9464.68822027738","9872.30569444221","10191.162722631","10559.056081758","10983.0944783762","",
"Macedonia, FYR","MKD","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9525.91080315949","8998.77846962037","8264.67108483026","7704.44164160603","7629.59544411596","7569.90559439439","7615.45888229399","7665.31679240144","7873.27812828988","8125.66287627064","8458.09479925305","8256.67817031306","8322.0260045485","8482.16185401068","8915.18934575607","9215.64789884676","9808.2451395023","9984.65773463527","10906.4007162421","10910.6069494735","11191.4899225609","11404.5551843105","11296.8376846744","11590.5756041048","12058.3023866081","12338.5458150289","12548.9293198446","12563.2003128345","",
"Mali","MLI","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1268.96249998","1394.52715621201","1314.7580326728","1325.54718132717","1323.98221558139","1292.55279061187","1347.63871529362","1374.0548879276","1442.17921338841","1491.90886153163","1454.01120767697","1568.23928748002","1547.69703727796","1684.21338344314","1658.00083505906","1711.5572313671","1723.32564624468","1743.66853288832","1774.82978877382","1795.04993702995","1800.78384821104","1807.99601268256","1730.87295511499","1740.56013120668","1810.01558573028","1865.02313360464","1901.23063489259","1953.35050038135","",
"Malta","MLT","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24116.3728325075","24804.6467555311","25258.1855368741","25469.8908581532","25488.6201429472","25520.8159958258","25777.45280823","26833.4608469471","27733.1526634629","25682.45561417","26878.4335822054","27690.6690063741","27956.105250134","28737.5722499297","30403.4017111514","32712.0961945514","32896.4857882474","34281.3224504344","",
"Myanmar","MMR","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3897.58575324122","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8016.09797418194","8366.94474519774","8454.95427725576","8378.34503500296","8249.02500998644","8344.8151086107","8553.92055337022","8598.27685530636","8829.84686923608","8850.05350718388","9136.12289411369","9237.800370059","9524.49016696172","9946.19403786192","10224.097700357","10410.5708832113","10798.0922279027","11416.8699066551","11573.521370691","11616.7373611535","11926.8971101623","11405.4867474235","11029.0454621028","10976.4399696105","11159.5776292926","11177.8318133185","11876.3729666484","12040.8983591819","",
"Montenegro","MNE","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10910.8660905316","11019.3469304661","11396.9482852803","11714.3153710319","12065.8571122828","11917.2357958018","13021.9656685019","13805.897660855","14849.3673623251","13702.8955456362","13902.7403365516","14588.8555487857","14342.1538399973","14872.3068087702","15015.1865835495","15709.0196814098","15898.6059746309","16945.105285381","",
"Mongolia","MNG","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5952.36073962068","6417.58831716647","6905.79937037406","7366.28301296925","7098.62255057308","7105.26688693321","8149.60760046927","9014.28365085579","10123.9188246119","10441.1798917042","10510.5444676436","10422.4222510653","10014.2508026901","",
"Northern Mariana Islands","MNP","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","366.106442951278","373.487957752564","334.328452921554","351.572525338768","358.418460399377","360.203299290098","448.764716353252","485.663797046119","530.413138033818","565.048044076236","544.179343709548","595.01732531978","577.941962464714","653.194987269346","673.281319216807","708.888638776715","731.879348541158","773.711111427588","808.409829450983","862.571593972629","887.295160404944","940.984635590199","988.734671633642","1030.01403876036","1065.75807122829","1093.76948425885","1098.22574758901","1100.36875703811","",
"Mauritania","MRT","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2680.24014793128","2702.68290259235","2689.69624506368","2749.99321589809","2588.97437294452","2763.42137197957","3015.82809081759","2795.90798482419","2806.6044466819","2937.50816842389","2811.15301032443","2692.48585902458","2805.26197701426","2877.41391987401","2954.2325974736","3111.37272483398","3392.78635913289","3418.19312853409","3406.92929426045","3349.79656027091","3288.9708202715","3270.62364608553","3337.6443377705","3449.79446390263","3506.1153430851","3504.59277564245","3520.09412140082","3576.37633705628","",
"Mauritius","MUS","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7329.29515363407","7648.65112018686","8051.32560853347","8342.00649805595","8501.26495600363","8807.52290463341","9157.50033355811","9612.42258556518","10067.7504667791","10208.9234877132","11011.5265249732","11309.2734439234","11466.2001547321","11705.7891340634","12339.0939398138","12430.0871497018","13506.1977395226","14492.4375906965","15049.9994642085","15250.955812585","16114.1861601332","16607.0013321614","17149.4306214014","17664.0429530577","17868.1461837104","18769.0130065539","19509.4980750017","20545.5584741261","",
"Malawi","MWI","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","782.846266289251","805.753101048713","826.666394504463","831.913532729765","846.507280608844","904.204240449236","944.478631207746","986.988958292139","1016.91851932889","1036.00703534695","1015.74957038973","1030.46783056548","1059.04331184536","1052.45960541956","1052.85919171317","1064.4165105203","",
"Malaysia","MYS","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10169.8320392514","10769.480927905","11396.1395159823","12266.2672395751","13066.7230881595","13991.6455406316","14998.4684095641","15589.3328250347","14053.5315935334","14332.753808467","15076.3357470169","14979.6702755792","15564.993592512","16302.2847479423","17089.6482771907","17778.4590681557","18703.0124025708","19675.5211181808","20041.819025708","19606.5736245406","20443.2356591389","21301.9615151887","21759.5306483878","22459.5913253241","23402.9568640996","24339.0935396942","24985.0639108613","26119.2500181176","",
"North America","NAC","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36662.3631538112","36073.4818465603","36750.3549387271","37273.1080844295","38274.6447764235","38883.2134158583","39838.3772553179","41092.4147886821","42380.4591740156","43920.956631672","45316.3734262342","45383.1454120152","45804.9685756319","46705.5970761706","48070.7241588326","49208.1954685609","49959.5060436281","50556.7054706803","50111.3802195659","48219.8346756535","49172.0922132309","49725.9228216206","50362.5771463524","50863.4465790084","51715.2541673946","52617.6851034383","52954.5774148839","","",
"Namibia","NAM","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5895.92908805278","6257.95892110733","6337.96207172706","6085.81441547987","5995.26428837671","6184.81411100718","6077.23962654423","6131.51705834623","6191.5305620897","6077.76683810936","6349.82896928879","6263.22408709906","6572.74710174321","6980.14214228498","7470.18811475308","7375.02804365574","7868.05420542021","7954.80801058687","8074.89174336809","7961.61454587615","8139.09424120862","8486.17866560232","8591.90745353322","9192.01855387744","9599.22006744736","9927.55616647416","9574.74374472288","9362.82251134785","",
